employee_id,action,timestamp
EMP001,IN,2026-08-22T15:11:23
EMP001,OUT,2026-08-22T15:11:41
EMP001,IN,2026-08-22T15:45:46
EMP001,OUT,2026-08-22T15:45:54
EMP001,IN,2026-08-22T15:51:30
EMP001,OUT,2026-08-22T15:51:35
EMP001,OUT,2026-08-22T15:51:41
EMP001,IN,2026-08-22T15:56:38
EMP001,OUT,2026-08-22T15:56:46
